id,AssessTot,LotFront,NumFloors,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,YearBuilt,CommFAR,PopDensity,MedIncome,NumofHouses,EduRate,UnemployedRate,IfAlter,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Zone,LandUse
946,757350,22,4,1500,6104,0,1500,0,0,0,0,1900,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
947,378450,23.58,4,8719,0,5625,3094,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
948,543400,23.33,5,4370,6155,2185,2185,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
949,1764036,26.08,8,14298,0,11698,2600,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
953,592200,24,5,1500,7077,0,1500,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
954,283182,24,3,1725,3996,0,1725,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
960,477900,21.25,5,3800,0,0,0,0,0,0,3800,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
962,347850,44.75,3,7671,900,4471,3200,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
963,533250,39,2,6360,0,2120,4240,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
970,1093500,24.08,4,5450,9050,2725,2725,0,0,0,0,1913,6,67666,76379,10988,0.838,0.061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,L Manhattan,4
976,454779,21.33,5,2100,3150,1050,1050,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
981,549000,24.92,4,9276,0,6957,2319,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
983,684900,22.17,4,5763,0,2749,3014,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
985,1663650,36.3,6,15360,0,12800,2560,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
989,4177798,50,8,31785,0,8174,23611,0,0,0,0,1920,6,67666,76379,10988,0.838,0.061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,L Manhattan,5
990,490950,25.17,5,3900,5850,1950,1950,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
991,897750,50.67,5,6358,15912,2380,3978,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
993,632736,24.67,5,2925,6825,975,1950,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
994,885150,48.92,6,15268,11451,7634,6374,0,0,0,1260,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
995,651150,25,3,6490,0,4330,2160,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1000,1035000,59.58,6,8621,0,7181,1440,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1002,455850,23.83,3,3219,0,2146,1073,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1003,2135700,61,7,6000,16000,3000,3000,0,0,0,0,1945,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1008,399852,23.5,5,2500,7118,0,2500,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
1017,884250,23.42,5,8565,3000,0,5220,0,3345,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1019,1243800,47.58,4,5000,14420,0,3000,0,0,0,2000,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1021,483549,20,5,1200,5844,0,1200,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
1022,1963800,67.58,6,5000,17052,0,5000,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1031,578250,25,5,1500,6210,0,1500,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1032,324000,25,6,3250,6500,1625,1625,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1033,1180800,50,2,6975,0,2350,2350,0,2275,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1036,1116900,25,5,2200,5746,0,2200,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1037,1067400,25,6,2220,8480,0,2220,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1038,900900,25,6,12800,0,10800,2000,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1040,1414350,63.17,6,5250,19350,1750,3500,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1041,2593800,120,4,20775,0,0,0,0,0,0,15753,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GV & Soho,8
1043,442800,19,5,4299,0,0,0,0,0,0,4299,1924,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1044,909900,26.5,5,2100,7613,0,2100,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1045,649800,26.08,5,2200,7832,0,2200,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1047,380700,25.92,6,1250,10556,0,1250,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1049,672443,25.5,5,6602,7020,2340,4262,0,0,0,0,1900,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1050,1337400,47.5,7,28087,0,24087,4000,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1051,675450,25,4,6100,4600,2300,3800,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1054,1838250,65.25,5,20271,0,20271,0,0,0,0,0,1948,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1055,1843200,80.75,5,4815,14351,0,4815,0,0,0,0,1900,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1058,14791950,672,1,3183,0,0,0,0,0,0,3183,1935,0,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,GV & Soho,9
1059,43574850,182.5,9,640000,0,640000,0,0,0,0,0,1929,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,GV & Soho,5
1060,79176150,451.08,24,1106962,0,0,0,0,0,0,1106962,1939,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,GV & Soho,8
1062,22846500,227.25,10,353000,0,353000,0,0,0,0,0,1934,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,GV & Soho,5
1063,8348850,220.17,1,17600,0,0,0,0,0,0,17600,1915,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,GV & Soho,9
1064,62467650,200.33,12,640000,0,0,0,0,0,0,640000,1958,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,GV & Soho,8
1065,22887900,116.5,15,13697,126000,0,7000,6697,0,0,0,1999,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1066,27915750,60,13,418991,0,418991,0,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1067,40977000,297.5,19,64918,354721,0,10000,54918,0,0,0,2001,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1070,35360550,200.67,12,400975,0,0,0,0,0,0,400975,1972,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,GV & Soho,8
1074,9431550,50,12,7000,86378,0,7000,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1075,1687050,25,5,18800,0,15050,3750,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1076,1938600,25,5,18105,0,14355,3750,0,0,0,0,1915,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1077,867150,50.33,5,25000,0,0,0,0,5000,20000,0,1915,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1078,35797950,120.67,17,7000,0,0,7000,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1080,1958850,50.08,6,4500,25075,500,4000,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1086,2241000,47.58,5,20700,0,14958,5742,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1087,2329650,38.33,5,10423,14000,0,10423,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1088,53158050,117,21,51750,344250,0,18000,33750,0,0,0,2005,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1089,1496250,27.83,1,4630,0,0,4630,0,0,0,0,1968,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1094,479696,25,5,4081,7421,0,0,0,4081,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1095,1487655,54,5,16572,18360,0,0,0,16572,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1096,2473200,51.08,6,5000,18072,0,5000,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1097,531525,25,5,2375,9570,0,0,0,2375,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1098,707200,24.25,5,2000,10927,0,2000,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1099,1436400,25,5,2000,12425,0,2000,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1100,841050,50.17,6,9618,6918,6918,2700,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1101,845100,25,5,1800,7560,0,1800,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1102,929700,23.33,5,1900,8398,0,1900,0,0,0,0,1920,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1103,769950,23.5,5,6200,5000,0,2000,0,2200,0,2000,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1104,769950,23.58,5,4000,7200,0,2000,0,0,0,2000,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1105,661950,24.33,2,4300,0,2150,2150,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1106,3317850,47.08,6,1332,24406,0,1332,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1107,229334,18.75,3,1077,2154,0,0,0,1077,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1108,264759,18.75,4,1323,3969,0,0,0,1323,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1109,412650,18.67,3,2200,2200,0,1100,0,1100,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1110,1379851,53.67,5,3619,14476,0,3619,0,0,0,0,1921,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1111,4666500,54.17,7,4390,47892,0,4390,0,0,0,0,1915,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1112,1482300,28,5,21500,0,0,4000,0,17500,0,0,1915,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1116,3897000,29.58,9,42000,0,38000,4000,0,0,0,0,1915,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1118,731248,40.83,5,1996,6352,0,1996,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1123,981492,41.92,5,4000,16500,0,4000,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1124,907646,26.17,5,2500,7296,0,2500,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1125,354577,25.08,5,2220,8880,0,0,0,0,0,2220,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,2
1126,519195,25.08,6,7663,7900,0,2263,0,5400,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1127,487956,25.08,5,4420,6600,0,0,0,4420,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1128,1440018,25.08,6,6200,9100,0,2300,0,3900,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1129,1153800,25,4,3066,3066,1533,1533,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1130,832500,25.17,4,5799,2000,1300,1759,0,2740,0,0,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1131,666269,25.08,4,1778,5333,0,1778,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1132,535699,25,4,1594,4781,0,1594,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1133,810450,25.08,4,5425,3550,0,0,0,3550,0,1875,1910,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1134,650332,25.08,6,2260,9040,0,2260,0,0,0,0,1910,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1135,635651,26.33,5,2400,9600,0,2400,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1136,3906900,49.25,7,4655,28845,0,4655,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1137,1873350,50.08,2,12563,0,12563,0,0,0,0,0,1967,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1138,1333800,39,5,6400,13300,0,3700,0,0,0,2700,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1140,8788950,50.17,8,7000,56600,0,7000,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1141,7875448,50.83,11,80149,0,2363,77786,0,0,0,0,1920,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1147,5664600,50.67,9,60610,0,60610,0,0,0,0,0,1928,10,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1148,5638050,100,5,49000,0,49000,0,0,0,0,0,1915,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1157,91089900,200.83,9,235000,0,0,0,0,0,0,235000,2006,10,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1160,14652900,76,15,202000,0,202000,0,0,0,0,0,1948,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1162,365040,25.33,5,2800,8000,2800,0,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1164,4275000,76.75,5,33464,0,0,0,0,0,0,33464,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,GV & Soho,8
1165,1069902,35.5,6,947,25000,0,947,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1166,420525,25,4,2275,6816,0,2275,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1168,746550,25.67,5,11720,0,8400,3320,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1169,811800,25,5,6500,4000,4000,2500,0,0,0,0,1900,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,GV & Soho,5
1170,919800,25.25,5,11000,0,0,2400,0,8600,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1171,1577880,49.92,5,9,22300,0,0,9,0,0,0,1900,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,3
1172,483084,25.33,5,2200,8800,0,2200,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1173,1210950,40.33,5,2914,6157,1814,1100,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GV & Soho,6
1174,2686500,42.42,7,3200,23781,0,3200,0,0,0,0,2005,6,50363,96667,13750,0.814,0.053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
1175,830250,35,3,3875,0,1796,2079,0,0,0,0,1915,6,50363,96667,13750,0.814,0.053,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GV & Soho,4
