id,AssessTot,LotFront,NumFloors,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,YearBuilt,CommFAR,PopDensity,MedIncome,NumofHouses,EduRate,UnemployedRate,IfAlter,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Zone,LandUse
23946,19379250,103.67,5,50560,0,0,0,0,0,0,50560,1965,4,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
23952,1749150,30,6,0,13483,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
23954,7186950,45,6,21443,0,21443,0,0,0,0,0,1925,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
23955,615957,20,5,0,7041,0,0,0,0,0,0,1901,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
23958,519560,18,5,0,6282,0,0,0,0,0,0,1901,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
23963,3947850,35,5,17880,0,17880,0,0,0,0,0,1908,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
23977,4776750,51,4,19944,0,0,0,0,0,0,19944,1925,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
23980,574706,20,5,0,6420,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
23982,7050600,102.17,15,4000,55279,4000,0,0,0,0,0,1926,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
23984,1435500,32,6,0,14336,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,3
23985,558126,20,4,0,5715,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
23990,711255,19,5,0,8565,0,0,0,0,0,0,1901,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
23991,667902,19.92,5,0,7410,0,0,0,0,0,0,1899,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
23992,794376,21.92,6,0,8221,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
23993,936619,25,5,0,9590,0,0,0,0,0,0,1920,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
23998,1513733,20,8,0,13500,0,0,0,0,0,0,1920,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24001,407460,20,4,0,6001,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24003,12105907,49.67,15,16260,17942,12109,3681,0,0,0,0,1928,4,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24004,8489705,60,13,19381,33763,10082,9271,0,0,0,0,1982,4,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24010,1317717,30,5,0,12160,0,0,0,0,0,0,1910,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,3
24013,645686,22,4,0,6286,0,0,0,0,0,0,1899,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
24019,70865100,100.92,40,35520,0,0,11040,24480,0,0,0,1930,4,110167,115076,29445,0.977,0.03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
24022,8956800,102.17,13,3000,61827,3000,0,0,0,0,0,1912,0,110167,115076,29445,0.977,0.03,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24030,675097,25,5,0,9566,0,0,0,0,0,0,1920,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
24032,947074,25,5,3992,10523,0,0,0,0,0,0,1920,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24033,1051650,25,5,3350,5470,985,0,0,0,0,2365,1900,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24039,569376,16.67,5,0,6240,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24054,13211550,106.25,7,48796,0,0,0,0,0,0,48796,1980,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,U Eest Side,8
24067,859962,26.5,5,0,12460,0,0,0,0,0,0,1920,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24068,828100,22,5,0,7600,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24076,138240,15.67,4,0,3945,0,0,0,0,0,0,1910,4,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24077,369420,15.17,4,0,3305,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24078,2457900,20,5,10262,0,0,0,0,0,0,10262,1910,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24079,37421101,204.33,16,54449,138675,12075,11889,23140,0,0,7345,1958,4,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24080,13557600,82.17,3.5,31089,0,0,0,0,0,0,31089,1912,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,U Eest Side,8
24082,935439,25,6,1200,11895,1200,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24086,3161250,25,6,12033,0,0,0,0,0,0,12033,1925,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24099,737919,27.17,5,0,6062,0,0,0,0,0,0,1920,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24101,7993800,54,19,0,62472,0,0,0,0,0,0,1899,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24104,803290,17,5,0,6999,0,0,0,0,0,0,1920,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24105,2524950,24.5,5,10078,0,9060,0,0,0,0,1018,1958,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24106,22590900,100.33,20,11477,206587,0,11477,0,0,0,0,1958,4,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24107,3534300,70.17,2,2520,0,0,2520,0,0,0,0,1949,4,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
24111,770709,27,4,0,10083,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
24112,3883050,28,6,14979,0,0,0,0,0,0,14979,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24113,2436300,30,6,14750,0,14750,0,0,0,0,0,1900,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24114,2472300,35,5,14450,0,14450,0,0,0,0,0,1900,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24118,4327200,32.17,5,16625,0,16625,0,0,0,0,0,1900,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24119,1034821,25,5,0,13300,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24120,5899500,45,6,22020,0,22020,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24123,1049374,19,4,0,6539,0,0,0,0,0,0,1910,0,137478,111691,16688,0.979,0.041,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24125,36381600,100.42,21,220510,0,199659,20851,0,0,0,0,1949,15,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,5
24126,31446900,60,14,170511,0,170511,0,0,0,0,0,1962,12,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,5
24129,104600000,200.83,12,838890,0,0,838890,0,0,0,0,1868,10,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,5
24130,1837350,20,5,5660,2120,1460,4200,0,0,0,0,1920,12,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,4
24131,1621350,20,5,6554,0,0,6554,0,0,0,0,1920,15,74588,126378,23493,0.982,0.045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,5
24137,726895,20,5,1980,4880,0,1980,0,0,0,0,1900,0,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,4
24139,817050,20,5,2340,3800,780,1560,0,0,0,0,1910,0,74588,126378,23493,0.982,0.045,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,4
24143,28042200,100.42,20,156823,0,148111,8712,0,0,0,0,1960,10,74588,126378,23493,0.982,0.045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,G Park & M Hill,5
24156,706403,20,4,1800,4000,1800,0,0,0,0,0,1920,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24157,386100,19,4,0,5130,0,0,0,0,0,0,1920,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24158,362806,19,4,0,3800,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24161,20834100,100.42,16,25800,158700,0,11300,14500,0,0,0,1960,10,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24166,442860,18,5,0,5760,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24170,478699,18,5,0,4620,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24171,503400,18.5,4,1722,3213,1722,0,0,0,0,0,1869,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24177,902417,20,5,2166,4264,0,2166,0,0,0,0,1910,10,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24179,298598,18.5,4,0,3687,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24184,8825400,120.42,15,2500,83616,2500,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24187,414720,19,6,0,4750,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24188,8421300,57,14,58298,0,58298,0,0,0,0,0,1930,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
24194,1441350,34,5,3726,9720,0,2430,0,0,0,1296,1940,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24195,1865250,20.42,4,2655,1634,0,2655,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24196,2034900,20,4,2260,1920,0,2260,0,0,0,0,1950,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24203,920250,21,4,5985,0,5985,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24204,1121400,42,5,13258,0,13258,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24209,32310000,200.83,39,40567,272079,0,7902,32665,0,0,0,1983,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24213,3267000,40,3,12678,0,0,0,0,0,0,12678,1938,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24215,2956500,100,5,25514,0,25514,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24222,1153161,18.75,5,2312,2925,0,2312,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24231,400140,18.75,4,0,4380,0,0,0,0,0,0,1930,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24234,702000,19,5,1064,4256,1064,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24235,930926,20,4,1720,2120,0,1720,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24238,539802,21,5,0,6350,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24240,257078,20,4,1330,4539,1330,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24241,887047,18.75,5,2448,2982,1224,1224,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24250,477757,32,4,0,5379,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
24255,512870,23,5,0,6200,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24260,891000,17,5,2125,2652,0,2125,0,0,0,0,1900,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24265,2295450,30,3,6699,0,0,0,0,0,0,6699,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24277,1021050,25,5,8440,0,0,0,0,0,0,8440,1875,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24282,394272,16,4,0,3456,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24284,1171350,20,4,2720,2240,500,2220,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24307,322375,20,4,1000,3592,1000,0,0,0,0,0,1920,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24308,776631,40,4,0,9120,0,0,0,0,0,0,1901,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24315,1241550,20.83,5,6689,0,6689,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24316,502200,15,4,3824,0,3824,0,0,0,0,0,1800,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
24323,14425650,180.42,11,14500,125090,6400,8100,0,0,0,0,1928,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24329,217455,12.5,3,0,2259,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24330,2642850,35,7,19650,0,19650,0,0,0,0,0,1960,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,U Eest Side,5
24331,6275250,80,7,26098,0,0,0,0,0,0,26098,1921,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24339,475540,15,4,0,3600,0,0,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24340,340084,15,4,0,2925,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24341,502200,12.5,4,3816,0,3816,0,0,0,0,0,1880,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U Eest Side,5
24344,45634512,0.36,42,41622,193297,0,24691,16931,0,0,0,1987,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24345,11721150,83,16,8274,9999,537,7737,0,0,0,0,1962,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24354,500334,20,5,0,5312,0,0,0,0,0,0,1920,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24358,8509500,100.42,12,7548,75488,0,7548,0,0,0,0,1927,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,3
24368,270961,16,4,0,3456,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,1
24374,273372,16,3,0,2400,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24377,337028,20,3,0,4096,0,0,0,0,0,0,1899,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U Eest Side,1
24397,1088550,16.5,4,2277,1716,0,2277,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24407,1223100,20,4,4832,0,0,0,0,0,0,4832,1910,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24408,984150,16.5,4,3102,858,858,2244,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24410,748828,16,5,1696,2544,0,1696,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24413,377997,20,4,1416,5417,0,1416,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24414,861104,20,5,0,6196,0,0,0,0,0,0,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,2
24421,1591200,20,4,5632,0,0,0,0,0,0,5632,1910,0,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,U Eest Side,8
24425,1003050,20,4,2312,1880,0,2312,0,0,0,0,1900,2,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
24427,39910950,200.83,1,84131,0,0,0,0,0,0,84131,1910,0,84476,112869,22375,0.991,0.037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,U Eest Side,8
24433,872363,20,4,800,3200,0,800,0,0,0,0,1910,2,84476,112869,22375,0.991,0.037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,U Eest Side,4
